id,Subscribed,minimal_bern,state_base_cls,state_bern_cls,bundle_state3way_equal,bundle_state3way_best
33,0,0.07561696986079505,0.07978609717962908,0.08572751698329659,0.41169999999999995,0.41402
34,0,0.0020104361325988807,0.0025834742501733773,0.0022528017545418912,0.0441,0.04918499999999999
35,0,0.08236620630516563,0.09674068223203525,0.10330542440598159,0.42613333333333336,0.42718500000000004
36,1,0.533291859468616,0.6023521707386245,0.5702169054782429,0.6228333333333333,0.627185
37,0,0.02651859239023548,0.04208323371550807,0.048048841766939854,0.33099999999999996,0.32739
38,1,0.9069147022905373,0.9527206930314629,0.9569216994142148,0.9252999999999999,0.91965
39,0,0.4241118939262174,0.5370197842256806,0.6227945083034736,0.6105666666666666,0.607875
40,0,0.6462397856961241,0.7308412840428621,0.7244406653104396,0.6769999999999999,0.67945
41,0,0.6892236719580412,0.7470985587845131,0.7351237224027707,0.6889333333333333,0.6935
42,1,0.845318886073988,0.8741184048905806,0.8898716408880429,0.8084666666666667,0.8100800000000001
43,0,0.014732667765528683,0.046967524078413814,0.04008380975648671,0.3096,0.302115
44,1,0.7028482244090225,0.9174073455134177,0.9105565394463699,0.8074333333333332,0.7934549999999999
45,0,0.007506123671226755,0.00877157057694829,0.008227700918395918,0.16226666666666664,0.167065
46,1,0.9104221363197325,0.9196573822115752,0.9283514315817496,0.8806666666666666,0.883115
47,0,0.005540108310189971,0.013193222710313545,0.00853822505300381,0.17073333333333332,0.171985
48,1,0.6099300354681018,0.6795258759354964,0.6384195027345427,0.6507000000000001,0.655875
49,1,0.6203499583421215,0.7309241171263521,0.7565041307543768,0.6788333333333333,0.67763
50,1,0.8753364634624097,0.9024116760023781,0.8981314175570706,0.838,0.842205
51,0,0.16214831359324255,0.2947393168193554,0.2791596530163519,0.5165666666666666,0.51459
52,0,0.004280062898943902,0.005117737962580973,0.006176178974470062,0.11116666666666666,0.11322999999999998
53,0,0.012112971597216766,0.017488944354402073,0.030799229392860963,0.25736666666666663,0.249575
54,0,0.04545133223736111,0.05748369079038408,0.06436241681721468,0.37129999999999996,0.37073500000000004
55,1,0.8295358640894386,0.8617665349829471,0.8791160514721432,0.7952666666666667,0.7970299999999999
56,0,0.5000567826979745,0.731818328439106,0.710256225852995,0.6553,0.6517299999999999
57,1,0.8821552889088361,0.9127877594308935,0.8988604693666251,0.8463999999999998,0.8516149999999999
58,0,0.051381310885650455,0.05726794854344745,0.06927300911508,0.3785,0.37877
59,1,0.8367422840939414,0.8553649190756931,0.8637927412104773,0.7878999999999999,0.7927350000000001
60,1,0.9270107562518147,0.9539018513826647,0.9481737562549477,0.9283999999999999,0.928545
61,1,0.23628145201760242,0.2911883666778639,0.2877590849232068,0.5300333333333332,0.53201
62,0,0.0009149214383791438,0.003110422119912956,0.002944696864118019,0.04033333333333333,0.038605
63,0,0.03245572008758951,0.03586345277069386,0.033597032769351984,0.3196333333333333,0.323225
64,1,0.8913190505928368,0.9492785775400665,0.9414096354490677,0.9034333333333333,0.8999900000000001
65,1,0.9399164568275526,0.9547394676763992,0.9554200682515274,0.9398,0.9396
66,0,0.006602725578493318,0.012909582470066905,0.012145611379294652,0.18979999999999997,0.187605
67,1,0.7530807456613458,0.8733982264152953,0.9099947767317957,0.7947,0.7835650000000001
68,0,0.2451276921994318,0.6123279100596901,0.5334061064113366,0.5871999999999999,0.581745
69,0,0.16587296753349967,0.2002702776742813,0.23286603879382212,0.4986999999999999,0.498865
70,1,0.39048595297711286,0.6291710443190087,0.6241048645354925,0.6173666666666666,0.61385
71,0,0.010465705943373501,0.031685723211645506,0.03632896024661513,0.2803,0.269395
72,1,0.3478675252476172,0.5375469569718632,0.583881030271046,0.5984,0.594915
73,0,0.0008879999128077155,0.0020734001465645543,0.003314735867109104,0.03483333333333333,0.031335
74,1,0.9435636352515955,0.9429621074375452,0.9283801539873866,0.9113333333333333,0.9194849999999999
75,1,0.8277611342042037,0.9068192470810204,0.9042264834005634,0.8282333333333333,0.82596
76,0,0.2692970229952688,0.13803774231860552,0.15547718068934652,0.48863333333333325,0.499035
77,1,0.6587098444817239,0.71222581147279,0.7358005828503367,0.6776333333333333,0.680015
78,0,0.015872304332597186,0.012779405110384823,0.013894305371393231,0.2246333333333333,0.23107
79,0,0.8849934207678629,0.9233988949355252,0.9308763730328451,0.8743666666666666,0.872555
80,1,0.4790502060687417,0.7557453894142452,0.7660053038366799,0.6669666666666667,0.65895
81,0,0.0048826577041909715,0.008368223242351794,0.006087050811010462,0.13319999999999999,0.137875
82,1,0.8671959893408552,0.9117081467679321,0.9146839821114077,0.8499333333333333,0.84953
83,0,0.004618768033683964,0.009911488711006559,0.009211624052262769,0.15643333333333334,0.15396500000000002
84,0,0.02509425921956556,0.023719392674659615,0.02119281695080013,0.2801,0.286285
85,0,0.2767415984450059,0.4121232561280259,0.42053225813213696,0.5608333333333333,0.5600499999999999
86,1,0.7489440929969542,0.8611849661765041,0.8501453169822641,0.7623,0.7613399999999999
87,1,0.9156540850571793,0.9409320567651802,0.9580394287039921,0.9204,0.915285
88,1,0.8981708579752603,0.9238170226800237,0.934113365023904,0.8824333333333332,0.8813150000000001
89,0,0.004684419456504211,0.005659478257106888,0.004885413841581293,0.11069999999999999,0.11709
90,0,0.6765420633495518,0.7524554634906351,0.7705333120522704,0.6941666666666666,0.69534
91,0,0.0062706329699044085,0.009287867855909415,0.009473052844221124,0.16423333333333334,0.164525
92,0,0.05645752916861066,0.06046668598500911,0.06637124888876973,0.3822333333333333,0.3840950000000001
93,0,0.23705870359475117,0.19829967782349892,0.1952160511238631,0.5044333333333333,0.511045
94,1,0.6867224803737779,0.8368797388197069,0.8104192755842763,0.7279,0.7267600000000001
95,1,0.07295677023652056,0.06475011058320206,0.06321059322303785,0.3922,0.39807
96,0,0.023313857216246736,0.020972020622495043,0.017192035970144143,0.2647333333333333,0.27332
97,0,0.21139828300817687,0.2945094937907007,0.27199960651027394,0.5250666666666666,0.526525
98,0,0.784851399963278,0.8677589051933241,0.9050607283469476,0.7969666666666666,0.789255
99,0,0.057104876803834616,0.0661217577383267,0.07368512491269884,0.38916666666666666,0.39009000000000005
100,0,0.2872445760459177,0.5867171737227782,0.5476873228995129,0.5913333333333333,0.58691
101,1,0.5737637067760044,0.7697955087084575,0.7545040182665019,0.6799666666666666,0.67708
102,0,0.018351373638110496,0.03837042744809234,0.03549036445778728,0.3051666666666667,0.30177
103,0,0.003401849874713676,0.005486741451686041,0.002863659623882578,0.08376666666666666,0.09257499999999999
104,0,0.005042351915029846,0.007613795003606361,0.007637950336785713,0.1403333333333333,0.14135
105,0,0.0028849452050998636,0.011513654990199738,0.01769608552502288,0.17236666666666667,0.154835
106,1,0.25043366546405005,0.3008013435361695,0.3619516510920253,0.5405,0.5402899999999999
107,1,0.9201432976774084,0.9423820207743939,0.9509653514394685,0.9178,0.9156099999999999
108,0,0.00463927878214102,0.00839724123817047,0.005657623806019982,0.12966666666666665,0.13480999999999999
109,0,0.008404662850200861,0.017597819517707926,0.009796234496825443,0.20279999999999998,0.207445
110,1,0.9330009092473309,0.9086785074846451,0.9173529157452652,0.8765333333333333,0.8848199999999999
111,0,0.049098613592163824,0.06086111674750465,0.06462455470499988,0.3766,0.377085
112,0,0.04447541396195562,0.08282786119939745,0.06259048152960327,0.3833,0.383575
113,0,0.0097664892586132,0.01684247485895998,0.017752630494797896,0.22899999999999998,0.226495
114,1,0.9333088355566999,0.8755637363606423,0.9095180115501728,0.8541,0.863715
115,0,0.0005661017347038473,0.0023443245425312006,0.0019610194813610405,0.021033333333333334,0.02008
116,0,0.0037915392952332537,0.014231998060782309,0.01157822301754844,0.17346666666666666,0.16574
117,0,0.21390513083324542,0.3432084859411072,0.3241797487319349,0.5367666666666666,0.536335
118,1,0.861157323734396,0.944249486501236,0.9470156180980139,0.8930666666666667,0.883885
119,1,0.920124502588425,0.9192258398468753,0.9254690315785432,0.8825333333333333,0.887195
120,0,0.006047416918938666,0.013563613758016693,0.008256398711906521,0.17303333333333332,0.17589000000000002
121,0,0.11695304979743708,0.20592848422878207,0.21831623775418105,0.4866,0.48390500000000003
122,0,0.004309194420988268,0.004970823411506738,0.00514515870344796,0.10483333333333333,0.10926500000000001
123,0,0.0013332988662708707,0.0041505557965265324,0.0038521142011069213,0.05963333333333333,0.05717
124,0,0.024292250330361673,0.04755468374175624,0.04690473891704415,0.33133333333333337,0.32735000000000003
125,1,0.9786741627181628,0.9828800179796655,0.9718645541164038,0.9884666666666666,0.9904499999999999
126,0,0.008885121852874931,0.019401325765722104,0.018881603322299496,0.23303333333333331,0.22879
127,1,0.10756441747569156,0.20427728712108695,0.22471604173848492,0.4841,0.47995499999999996
128,0,0.0073508366095340555,0.014016911341917883,0.011084815558608688,0.1936,0.194435
129,0,0.02933917669185869,0.07723818939738908,0.05005240902917363,0.3581333333333333,0.356345
130,1,0.9560228291859898,0.9735079664860954,0.9706471856265138,0.9723333333333333,0.9709800000000001
131,0,0.015871391028862286,0.02072508347981821,0.022704793372611796,0.2622333333333333,0.26208
132,1,0.8988854306278583,0.9378010129874357,0.9371416712204681,0.8943,0.8929050000000001
133,1,0.9683168741427719,0.9666483296287812,0.9728700640483556,0.9752333333333333,0.97493
134,0,0.041140651245969204,0.02596696924541216,0.0322609712757569,0.31476666666666664,0.32127500000000003
135,0,0.14441271227947267,0.20223673487582416,0.18656961725957616,0.48769999999999997,0.48904
136,0,0.020633887494784113,0.022678868612705468,0.02505616472315237,0.27736666666666665,0.27907499999999996
137,1,0.96171500670946,0.9623086070830065,0.9529027949465761,0.9541,0.9588299999999998
138,0,0.0080856681485608,0.013928274068005607,0.015366442230392612,0.20866666666666664,0.205635
139,1,0.8975163994211919,0.9188240044487377,0.945265307541297,0.8870999999999999,0.8824450000000001
140,0,0.21033009953452841,0.3997766655844901,0.42492685498475136,0.5509666666666666,0.5466850000000001
141,1,0.9571740847416261,0.9726797386808299,0.9752357102152241,0.9761666666666666,0.973545
142,0,0.32198522388439554,0.3398693105862891,0.3604519082373456,0.5540666666666667,0.557475
143,0,0.01972467971386392,0.033124778506557276,0.03320451779938102,0.29969999999999997,0.29751500000000003
144,1,0.9737386484016071,0.9800050823225643,0.9825550453503353,0.9915666666666666,0.99045
145,0,0.018763168932209813,0.028845822157232883,0.025512154307257458,0.2839,0.28476
146,0,0.1349367320758119,0.18285576788775956,0.20755998437570453,0.4852333333333333,0.48437
147,0,0.006976506206246258,0.007253015570225264,0.007962467257045852,0.1517,0.15582000000000001
148,1,0.6829636920243125,0.8360543994709557,0.8651813265111341,0.7444,0.73583
149,1,0.9748064034907135,0.9807159829732865,0.9786458047677226,0.9907999999999999,0.990515
150,0,0.08980061118996246,0.1552215240388142,0.1492126306978357,0.45586666666666664,0.45449
151,0,0.00917575489450146,0.023159341201871575,0.028008686334927247,0.25529999999999997,0.24602499999999997
152,0,0.04789396254179511,0.048523812269577,0.06001586657073771,0.36439999999999995,0.365365
153,0,0.05148499533206224,0.0801748248997014,0.05328435729821927,0.38236666666666663,0.387015
154,0,0.2974117028558057,0.37830756762153983,0.3729384453634248,0.5552666666666666,0.55713
155,0,0.2578476901393173,0.17047615005294448,0.1885145215060561,0.5017333333333334,0.509485
156,0,0.003911449759800952,0.006800507858206762,0.007301094263352327,0.12626666666666664,0.12487999999999999
157,0,0.013716843560284495,0.0223377054698074,0.030092330997596766,0.2702333333333333,0.26483999999999996
158,1,0.1602124925523057,0.25265741794496077,0.21700348050043555,0.5023333333333333,0.5032300000000001
159,0,0.010111050673471216,0.01291800265722311,0.011752042343107469,0.20379999999999998,0.20742
160,0,0.8291552651254265,0.950853124929016,0.9425248168645946,0.8845999999999999,0.8736400000000001
161,1,0.6077515147641601,0.7964607594687707,0.6962918067905843,0.6809666666666666,0.68399
162,0,0.0021428735014427033,0.007556897090356576,0.00870301533892626,0.12106666666666666,0.11106
163,0,0.0014365484325292485,0.003584647392252908,0.002824679469502639,0.048600000000000004,0.04962
164,1,0.9120994260357712,0.9247988825199314,0.9277416412435614,0.8836666666666666,0.886645
165,1,0.8881303418492456,0.9414402851162382,0.9543968298486956,0.9059999999999999,0.897955
166,1,0.893004118507236,0.908269951007021,0.8966322496644668,0.8466666666666666,0.8535499999999999
167,0,0.005457858367337084,0.008827428456308288,0.011595703888153919,0.16509999999999997,0.160485
168,0,0.0011396210533072327,0.004266802557239057,0.0038119906196492246,0.0576,0.05453
169,0,0.0023169948858125966,0.004492547364873201,0.004968764041870834,0.08203333333333332,0.08047
170,1,0.746704377080286,0.8722549044230257,0.8726633213342139,0.7744333333333333,0.770005
171,1,0.6121364619028368,0.7955809829151201,0.7844967496465629,0.6976333333333333,0.694505
172,0,0.15371676031382053,0.2534227341105076,0.24798842010053743,0.5057999999999999,0.50457
173,0,0.006379715260138594,0.0172028469747555,0.009178654170924058,0.1888,0.191195
174,0,0.00597680737727075,0.007996502711251857,0.00993861680874878,0.1590333333333333,0.15752
175,1,0.5077318120178889,0.5898927555649862,0.5971396590380487,0.6216666666666666,0.62353
176,1,0.5977288586063789,0.7240282579092382,0.685966141093705,0.6621333333333332,0.664605
177,1,0.9027865612102641,0.9010562684840551,0.9196251962287019,0.8600333333333332,0.86309
178,0,0.16392541586333648,0.23579842264596573,0.2899083182276868,0.5110999999999999,0.50832
179,0,0.0034083561234155256,0.005872648379340119,0.004096113398299427,0.09549999999999999,0.100675
180,0,0.0043264711296481725,0.008450552912908442,0.004894384856774599,0.12286666666666665,0.12905
181,0,0.24624951069534337,0.5723248671446154,0.6384893157974909,0.595,0.584565
182,1,0.6111945909462211,0.6532342858418279,0.6363891382618401,0.6475,0.6526750000000001
183,0,0.8232176958619467,0.8550959075107212,0.8449627600456211,0.7762,0.782285
184,0,0.046107992319327995,0.06999712522544632,0.08488089197535177,0.38883333333333336,0.38495500000000005
185,0,0.9302544645327595,0.9424939938495216,0.9383367645123426,0.9125333333333332,0.9158249999999999
186,0,0.7886174376697284,0.8767469106175427,0.8486743435882105,0.7762333333333333,0.778935
187,1,0.31635040908023854,0.3914607533110389,0.43664064672045566,0.5660666666666666,0.566365
188,0,0.13922573538859648,0.2584340652579239,0.24927841989541893,0.5033000000000001,0.500915
189,1,0.9402716763037948,0.9354963448562533,0.9564455493207142,0.9251666666666667,0.9239600000000001
190,1,0.9040692331325517,0.9538293178628985,0.9525024787384484,0.9214,0.91681
191,0,0.000548119529610084,0.002764953480945389,0.0028535354142192847,0.031266666666666665,0.027679999999999996
192,1,0.5664336986867524,0.675485399342671,0.6571935062138932,0.6469,0.64893
193,0,0.0005133105360758781,0.00181923317659048,0.0014239828502385869,0.013366666666666666,0.013575
194,1,0.917397836308778,0.9438562748187711,0.9637264307208049,0.9276333333333333,0.92127
195,0,0.008233556293153824,0.009020302359566459,0.007097035803325449,0.16083333333333333,0.16924500000000003
196,0,0.011547199351274948,0.016265134403757816,0.015307346591167833,0.2276333333333333,0.22935
197,1,0.3276462379511882,0.5008282807179123,0.5055455148735188,0.5837666666666667,0.5827800000000001
198,1,0.4928656734879959,0.7462111187773823,0.7211347532420671,0.6585333333333333,0.654015
199,1,0.04958571413359307,0.04124038963272436,0.041264801291133954,0.3473,0.35373
200,0,0.44601219444673523,0.5928525623178411,0.5864263993741383,0.6141333333333333,0.614125
201,0,0.3941209689622169,0.5221454906174124,0.5315548037224093,0.5957,0.5961
202,0,0.41570558235379224,0.7388202127241037,0.7641293333465795,0.6570333333333332,0.646795
203,1,0.8738129043829371,0.8977989261308932,0.8915239226963619,0.8304333333333334,0.8358249999999999
204,0,0.6581177259309549,0.6160966126148967,0.6540565742382658,0.6522666666666667,0.6588250000000001
205,0,0.0388806711957254,0.06198152877239614,0.05153329188469637,0.3603,0.36123500000000003
206,1,0.9622347697508795,0.9676651381812279,0.9725409961643732,0.9732333333333333,0.9721200000000001
207,0,0.7222500252038561,0.7671144115692561,0.7776984498461161,0.7079333333333333,0.71191
208,1,0.9247068877305861,0.9148213853813967,0.9402636431743914,0.8924,0.8932450000000001
209,0,0.18756376616324755,0.31802151721638083,0.42884301111697876,0.5398,0.533785
210,1,0.6841117587325256,0.7640058479506984,0.7391089382794965,0.6921666666666666,0.696205
211,1,0.7158241791607953,0.8615809608887387,0.8687399001394935,0.7625,0.756165
212,0,0.00045701974835993763,0.0029519538143580933,0.002076682718515508,0.02533333333333333,0.02375
213,0,0.004143958837930084,0.004558906401730031,0.004062082214801862,0.09256666666666666,0.09946
214,0,0.0006579440497974369,0.0021560404125612357,0.0017621030861233139,0.019866666666666664,0.02006
215,0,0.0021935777805949883,0.005930875183670779,0.00784535732404932,0.10769999999999999,0.09932500000000001
216,0,0.5110073284882963,0.5342049315861367,0.5871428463271928,0.6151333333333333,0.61727
217,0,0.043016061476345235,0.06621904692159092,0.06571276708898138,0.3749,0.373535
218,0,0.7480807536030388,0.7534859311551718,0.8182983824092713,0.7211666666666666,0.7225950000000001
219,0,0.019294494982057153,0.02438513731060439,0.017190300900692825,0.26399999999999996,0.270745
220,1,0.369480723644397,0.4927821666132889,0.4960359313479822,0.5866,0.58739
221,0,0.02344859225710144,0.03543217838088383,0.04863571888702051,0.3212,0.31579
222,0,0.15776569278836058,0.1895173031305092,0.21597393358688347,0.4925999999999999,0.49305
223,0,0.14082136633253606,0.1296377804182267,0.13512367565439987,0.4607666666666666,0.46543500000000004
224,1,0.8123783599688907,0.8882838527553925,0.8820931301055785,0.8009999999999999,0.800975
225,0,0.0005367298967125411,0.000689046461871051,0.001351514925340848,0.008633333333333333,0.008905
226,0,0.05288847928126145,0.05161803290105113,0.06363454896268282,0.37316666666666665,0.374695
227,0,0.009882830508024694,0.013385951802295426,0.014786450336990466,0.21276666666666666,0.212855
228,0,0.049015736465686466,0.11483731731668431,0.12163630276049806,0.41886666666666666,0.41224500000000003
229,1,0.9645748951335866,0.9765604881541703,0.978296918621451,0.9844666666666665,0.982655
230,0,0.2260891206363253,0.31595116621938724,0.321865028727323,0.5353666666666667,0.535495
231,1,0.8795227259499239,0.9262414860972117,0.9168677004156509,0.8648999999999999,0.866005
232,1,0.6970942546094292,0.8425622924384162,0.825437830628266,0.7359333333333333,0.7338600000000001
233,0,0.14843802113838284,0.22547358628147962,0.2710787381947932,0.504,0.50088
234,0,0.5231663256728377,0.6720615523555167,0.6890322701902021,0.6449,0.6432599999999999
235,0,0.39526938473895473,0.46180047979816874,0.49856247807255455,0.5866333333333333,0.58814
236,0,0.6293819377563483,0.7138203191984791,0.7108938151816935,0.6691333333333334,0.6713399999999999
237,1,0.9827855984653713,0.9800568607719067,0.9812190462554218,0.9941333333333333,0.99433
238,1,0.8777693105656769,0.9213613254485402,0.9243105929012432,0.8655999999999999,0.8645700000000001
239,0,0.6972142780285924,0.8650609957247619,0.8539050879693488,0.7535666666666667,0.748425
240,0,0.2720852562564223,0.3193513283400423,0.23746281348672388,0.5314,0.5378
241,0,0.003387190828260593,0.005000306911912937,0.004493415658224315,0.09233333333333332,0.0959
242,1,0.6434002810446272,0.7847215798438694,0.7934219384248695,0.7014,0.698785
243,1,0.7474520049871385,0.8470801941713528,0.8219098377669681,0.7468666666666666,0.7491800000000001
244,0,0.11311809983664439,0.10599643890477158,0.118218635123197,0.44406666666666667,0.44756500000000005
245,1,0.163277100852522,0.276907514229214,0.25790005087309914,0.5125,0.5114850000000001
246,1,0.9609742103277188,0.9055890241009326,0.8925556398765736,0.8737,0.8922150000000001
247,0,0.004174437850763137,0.009911444220379446,0.01034652271480628,0.15756666666666666,0.15193
248,1,0.9685325293059434,0.9745264651428776,0.9722944756104517,0.9805999999999999,0.9808250000000001
249,1,0.748332384612636,0.8605573828337202,0.8571118626774108,0.7644666666666666,0.7623949999999999
250,0,0.012726571440832616,0.026917786925102376,0.02810545532122971,0.272,0.266975
251,0,0.0054913721879230725,0.008582186079565766,0.006780358606523521,0.14236666666666664,0.14654499999999998
252,1,0.9051542196361643,0.9346965879131375,0.9351528921080452,0.8937333333333333,0.89373
253,0,0.006185231320407471,0.014989823273688852,0.01314233058036562,0.1963333333333333,0.19243
254,0,0.0022381825129098296,0.005331306089160845,0.004441727896453061,0.0831,0.08306500000000001
255,0,0.0016210416898711664,0.0037263438608377427,0.0032360322182508777,0.054966666666666664,0.055494999999999996
256,0,0.22435954241982026,0.26373489020965596,0.23738405876144636,0.5182666666666667,0.5221149999999999
257,0,0.0017369638836278987,0.004685661417941597,0.006332824994871417,0.08509999999999998,0.07795999999999999
258,0,0.008129998764760633,0.012203580139125926,0.009646313516596387,0.18619999999999998,0.18999500000000002
259,0,0.3629014392690549,0.456994114655383,0.49048293881784555,0.5820333333333333,0.582645
260,1,0.7609925305127595,0.8780370470348222,0.8824271514175311,0.7841666666666667,0.7794850000000001
261,0,0.22498662953850196,0.2376002349287364,0.22265033335053636,0.5126,0.51722
262,0,0.44929977114808994,0.7081992083479605,0.7425275309643996,0.6507,0.642785
263,0,0.1996386518392863,0.23178059763223152,0.21654027131469497,0.5075,0.511045
264,1,0.9455951640742742,0.9613237631996898,0.9706712816044791,0.9584999999999999,0.95497
265,1,0.9555284240572512,0.9603406163060308,0.9584559870043823,0.9534333333333332,0.95506
266,0,0.025242728188299153,0.03579137781558339,0.026679579922751544,0.30266666666666664,0.3066
267,0,0.1603732309755677,0.19163797613496242,0.21124471068444967,0.49269999999999997,0.493575
268,0,0.034220424411427905,0.04693659007547454,0.035926098996113515,0.3329,0.33674000000000004
269,0,0.11036705730510851,0.09518780112488875,0.10756240852894566,0.43666666666666665,0.44077500000000003
270,1,0.809835037535827,0.8434597998473138,0.8345326384914957,0.7641666666666667,0.7701050000000002
271,0,0.0033678364661518367,0.004739933284993776,0.007224273463097313,0.10793333333333334,0.10441
272,0,0.11719416549055944,0.14288107304644254,0.13693341297611067,0.45863333333333334,0.4615
273,0,0.007919794677398355,0.013820294321633682,0.01595036887368788,0.20876666666666666,0.204965
274,0,0.3232940401660566,0.45810199432208976,0.4443600208698535,0.5740666666666667,0.574755
275,1,0.4657841810367293,0.49193972175512424,0.43845856647823167,0.5915333333333332,0.59781
276,0,0.025597720501952734,0.05828497610230045,0.0553351227125495,0.34629999999999994,0.34089
277,0,0.2524739136904396,0.4378676124157319,0.4511764968240376,0.5634666666666666,0.560425
278,1,0.6571953750958603,0.6615972454195942,0.6865114786527365,0.6625,0.6676850000000001
279,0,0.3605740897391702,0.3150243278565731,0.3645458956435006,0.5561333333333334,0.560705
280,0,0.0034343203567950877,0.01071219779485955,0.007452981621771335,0.14086666666666667,0.13866
281,0,0.8580242058687138,0.9013404298791803,0.9392705917008961,0.8562666666666666,0.8475199999999999
282,1,0.7563728877073074,0.891714883368651,0.8513858420319833,0.7766666666666666,0.7768700000000001
283,0,0.00413614119304834,0.008914911558363789,0.008818613300561289,0.14553333333333332,0.14207
284,0,0.08311984099098949,0.1955403511519958,0.14567855927985013,0.45976666666666666,0.45809500000000003
285,0,0.2398710910721006,0.15450086881701652,0.1499697471865547,0.48769999999999997,0.497385
286,0,0.002708236197872183,0.009868512734318859,0.00672986571525185,0.1261,0.12301000000000001
287,0,0.8724072544107684,0.9361794715126487,0.9280778698374589,0.8759333333333332,0.873645
288,1,0.9135838300541924,0.952366379641153,0.966818177084017,0.9347,0.9270999999999999
289,1,0.561845517610964,0.7204910471349115,0.7594138539503028,0.6695333333333333,0.6652199999999999
290,0,0.10060750974561612,0.11495736011579791,0.07730155026762264,0.4287333333333333,0.43652500000000005
291,0,0.0047531287383660945,0.00723779866163099,0.0064792411507113064,0.13006666666666666,0.133225
292,0,0.09779000902898546,0.0972312695844717,0.10269296631507588,0.43193333333333334,0.43522
293,0,0.008819974756624686,0.01142840807092461,0.005748547002064036,0.16486666666666666,0.177975
294,1,0.3223381347712172,0.4975523318157794,0.4325233636576392,0.5765666666666667,0.577875
295,0,0.011133800362778837,0.013073621106253434,0.01342593293589411,0.21249999999999997,0.21544
296,0,0.04086380262411336,0.07286643925685324,0.060967947325848246,0.3741,0.373445
297,0,0.1718477749589885,0.14890961503074376,0.12907365913825164,0.4707333333333332,0.47846999999999995
298,0,0.0018829872561138365,0.004348267898105529,0.0033482560082527986,0.06353333333333333,0.065095
299,1,0.8621246342840145,0.9501163747868278,0.9422969352343563,0.8941333333333332,0.88688
300,0,0.017083977764659045,0.02727194354247687,0.02599755086961816,0.2789333333333333,0.27819
301,0,0.03097119844912089,0.07625744247982334,0.06703344229507968,0.3697,0.364285
302,1,0.8517286097843294,0.9176948019660153,0.9247447812777554,0.8537,0.848965
303,0,0.0009612204182781974,0.0020799436034464394,0.0015439454061930485,0.022399999999999996,0.02476
304,1,0.6966610099513845,0.8145189345317823,0.791693580731059,0.7173333333333333,0.718585
305,1,0.9353078676119557,0.9408517206352034,0.9312677898795063,0.9080666666666666,0.9140650000000001
