id,Subscribed,pseudo5_minimal_bern,pseudo5_state_base_cls,pseudo5_state_bern_cls,overnight_pseudo5_best
26,0,0.06183747583060001,0.0795729370589036,0.08040949011867958,0.406884
27,1,0.8800963098276224,0.8833820525541038,0.8937989610491895,0.8445320000000001
28,0,0.45787124255405315,0.2646226320289824,0.3404139967217101,0.5840960000000001
29,0,0.0196381205708253,0.019167631978111704,0.020209072712413234,0.272768
30,0,0.09420761654016283,0.1346879097269697,0.10490208366753791,0.440574
31,1,0.958190409295209,0.9730896565196753,0.9661448426008294,0.965444
32,1,0.9098879918912346,0.9411891831035989,0.9335209236160472,0.898272
33,0,0.065769634793207,0.07830721733879309,0.08193340214168723,0.411736
34,0,0.002328124945145735,0.004723495991012008,0.004612967231005655,0.080178
35,0,0.10623885939689305,0.1301635539033601,0.12150076004798771,0.45361
36,1,0.4404004898615783,0.578411377375587,0.5932660276733179,0.614418
37,0,0.04369352392600402,0.059239899591031306,0.05131247490411027,0.363402
38,1,0.9186565088630045,0.9518883527540157,0.9474347301421964,0.9175380000000001
39,0,0.38919036553524067,0.4879688240879233,0.5173769648088055,0.594558
40,0,0.6172298691138002,0.714957139901404,0.6479507379178234,0.6586160000000001
41,0,0.7059261917948746,0.8328459311256899,0.8224957472467447,0.728574
42,1,0.8260688648393262,0.9072236002545588,0.9007855558293276,0.8195220000000001
43,0,0.01735844806216441,0.04750754305552397,0.03811429669583845,0.29740200000000006
44,1,0.6990351043987048,0.9217731941874479,0.926658461510078,0.791458
45,0,0.009937166224442807,0.00916497896094128,0.009483376395067179,0.19363600000000003
46,1,0.8758596870040767,0.9295839970309467,0.9361310467605091,0.8777820000000001
47,0,0.007108081170880309,0.012148304675770908,0.012646821615515141,0.19097000000000003
48,1,0.6375139518858574,0.6772311268508231,0.6850650101845278,0.670914
49,1,0.5801134141605953,0.7081230907851743,0.7170080901456768,0.6642300000000001
50,1,0.837119664564633,0.8795592903015341,0.8697734767238223,0.805018
51,0,0.19294795407356102,0.25479051089763527,0.26977681347666427,0.5202800000000001
52,0,0.0036847071498936467,0.0060138269145056066,0.005738875617345588,0.11271600000000001
53,0,0.008297856686450219,0.022964614260900313,0.022011414591729974,0.228998
54,0,0.03784682020471205,0.0544346073439377,0.05051595774037879,0.35458
55,1,0.8433887162819251,0.8459234741854363,0.8605995551215257,0.802556
56,0,0.47901181171471274,0.686578151873671,0.6826652220209772,0.637686
57,1,0.9021322574752395,0.9125389310980176,0.922229350091617,0.881972
58,0,0.04627584140274601,0.05772811231469731,0.05519858600048846,0.37032000000000004
59,1,0.8052336242629639,0.8134353148503135,0.835033504840886,0.772024
60,1,0.9345757033005323,0.9543066465343819,0.9551544182667795,0.936222
61,1,0.2132229440928187,0.27323136498518846,0.28344748361183286,0.5272700000000001
62,0,0.000998059127741586,0.0025878059465348838,0.002554041920720047,0.032848
63,0,0.023068606404804758,0.033759657671920566,0.03439163231910428,0.30539000000000005
64,1,0.9042285431370263,0.9495399589047118,0.9165155884588267,0.8784080000000001
65,1,0.9538832901289411,0.9598920897961888,0.9619222676095263,0.958458
66,0,0.005610268200396925,0.009503177036729524,0.009814164886513698,0.16373000000000001
67,1,0.7793461766915297,0.9052626298016533,0.914741628345956,0.8094620000000001
68,0,0.3148004141688355,0.515489070001639,0.46494211894663723,0.574104
69,0,0.10910130341105559,0.1518107805726007,0.1442532375382212,0.462388
70,1,0.43819418656273623,0.6803250989708125,0.6813751965269379,0.6294500000000001
71,0,0.014725024121171292,0.03210351426162039,0.0318924776542158,0.279436
72,1,0.3805946763866457,0.5459769216070068,0.5290475123464561,0.59508
73,0,0.0009484576665265373,0.0029545672882629196,0.002796332092986775,0.03409
74,1,0.9209639283065859,0.9390001188006166,0.9400768555273848,0.912336
75,1,0.8842204279797587,0.8934350072864751,0.8889799682674914,0.84455
76,0,0.2569211092024985,0.11347418259195848,0.1067318908774069,0.49442200000000003
77,1,0.6459067710664114,0.685462212413972,0.7109144415442996,0.6784640000000001
78,0,0.018639036926164317,0.01779690960192174,0.019311453513268816,0.267512
79,0,0.9038879423426032,0.9367330396187091,0.9410339850213164,0.9019360000000001
80,1,0.46807686383034786,0.6791812711933758,0.6845586839683313,0.6364240000000001
81,0,0.004648806826482528,0.006455062607131978,0.007880372582035947,0.141516
82,1,0.8580931746540297,0.9297402602935245,0.9230533556123357,0.8547660000000001
83,0,0.004101014744881121,0.0068267977228870964,0.008956896480900726,0.141598
84,0,0.02278102126697956,0.024203185971057563,0.02772444828574981,0.294446
85,0,0.2728863134937946,0.38029232736111707,0.3948595369834717,0.556658
86,1,0.7382376225240219,0.8078941483680115,0.8034404866530405,0.7345160000000001
87,1,0.9255717691091782,0.9566730287924954,0.953325374904411,0.927926
88,1,0.8986596858003659,0.9332852234300013,0.9339346358776619,0.891186
89,0,0.004806784023968894,0.006590776555314139,0.0076874888886268485,0.14205
90,0,0.6875387687260165,0.7818304120497854,0.7581733059053974,0.702844
91,0,0.0051582435070222955,0.00808719636076639,0.00834060083604069,0.150592
92,0,0.059372367355526943,0.07869331339734571,0.06935980864265327,0.397682
93,0,0.18292791359990263,0.18387771506885703,0.1840338586345349,0.49950000000000006
94,1,0.7459471258029498,0.825527375123032,0.8454786589654328,0.7548980000000001
95,1,0.1257918800317346,0.09603879292978451,0.10156362591631929,0.45477600000000007
96,0,0.026496340235188466,0.03648346602265025,0.03683724080375965,0.31837400000000005
97,0,0.21618516571909074,0.2743784302793423,0.24885099604145497,0.5220100000000001
98,0,0.7357011152081192,0.857128433522962,0.888092242602173,0.774638
99,0,0.05442917431397568,0.07926520603607401,0.07330387755560072,0.393948
100,0,0.3463420491253017,0.5519721599567055,0.4970674989886121,0.585132
101,1,0.5706503792575816,0.7248191309754073,0.6799263162817931,0.6539760000000001
102,0,0.022237976969616418,0.03255836202478921,0.031611094487659315,0.300276
103,0,0.002993763746319732,0.007100378771754824,0.00873247586561572,0.124666
104,0,0.005024155535778099,0.007295650861142783,0.007222921875501713,0.141292
105,0,0.0032804352088560518,0.012503664198933413,0.01287353364418266,0.151676
106,1,0.27032711972653617,0.39845906132461384,0.38589811145694347,0.5548
107,1,0.949151510474698,0.9566823332781176,0.9586607788904475,0.951246
108,0,0.004689924193543912,0.008375782824908126,0.008395487882930465,0.14527600000000002
109,0,0.011830915254129704,0.011184776115017524,0.013496166306571935,0.22374
110,1,0.9293568109007642,0.9025290108562589,0.9097060347171742,0.889772
111,0,0.047078730167119436,0.06128862930696913,0.047089114105878974,0.36295200000000005
112,0,0.033153643965696346,0.06699307166033425,0.05189411021056023,0.348232
113,0,0.01142949332267686,0.012852996887830592,0.012722935808665008,0.21921800000000002
114,1,0.935292842694778,0.9122100552241474,0.9088263646170882,0.8929860000000001
115,0,0.0005540708149194757,0.002016996434663932,0.0024631054949768253,0.021592
116,0,0.004307380930430449,0.010947648376491108,0.012109671739014609,0.161132
117,0,0.2611629952785393,0.3705187668138171,0.3690085506333104,0.55077
118,1,0.8985622511641417,0.9463853665681333,0.9440315199038741,0.9008440000000001
119,1,0.8579995676817922,0.888551963657982,0.8956458948763835,0.831804
120,0,0.004489554325981595,0.01201914796064952,0.0127242380004331,0.166452
121,0,0.1453842344109179,0.19446179207037556,0.20363585402978035,0.491798
122,0,0.0047016301296841515,0.005653095733882456,0.005038784122798727,0.11960200000000001
123,0,0.0020112212343633405,0.004746390280618252,0.0026504161723162113,0.053486000000000006
124,0,0.01845578029472087,0.045678685895562524,0.040643886834886706,0.30299000000000004
125,1,0.9793397016650034,0.9775993561502188,0.9756813395898374,0.9891920000000001
126,0,0.00757118811843806,0.016140090501189086,0.017787358843153377,0.212568
127,1,0.11794125116293092,0.20446237430119885,0.20452597440657536,0.48129000000000005
128,0,0.00745838579534979,0.012596350001859156,0.011387725091097438,0.1875
129,0,0.025996481240433217,0.0700074147757976,0.07038340888606329,0.349232
130,1,0.9539146609746114,0.971425731792043,0.9683524368676466,0.964906
131,0,0.01778004482857286,0.021633006738585772,0.024149785010545106,0.27651200000000004
132,1,0.9076000350126989,0.9315789262587455,0.9222759038432279,0.8858900000000001
133,1,0.9720545424774436,0.9645387952568872,0.9667080102679744,0.9763000000000001
134,0,0.03283747269950871,0.022162323007630567,0.02272318524655838,0.307164
135,0,0.1928586474416623,0.18183525830035868,0.2030156743126761,0.506472
136,0,0.018933805193301796,0.030007145919936442,0.030527384014089373,0.29023400000000005
137,1,0.9643774690353958,0.9606304484795203,0.9536125609822466,0.955742
138,0,0.010727043646997225,0.016076358504428546,0.013059084943895679,0.217198
139,1,0.8829782237472599,0.9138482118380216,0.9105761446664713,0.859288
140,0,0.21580716791763915,0.3575179117755641,0.36911367766814585,0.540224
141,1,0.9157872566134344,0.9674684072756679,0.9641026072800676,0.933096
142,0,0.3437225436337278,0.36863738082075087,0.3795457565358604,0.5691060000000001
143,0,0.019782769576725756,0.03240410138044869,0.03603044789472405,0.301306
144,1,0.9712376086604928,0.9763965659494345,0.9801977540790906,0.9877800000000001
145,0,0.016468325614317426,0.027658754149590226,0.02548705657705151,0.274238
146,0,0.10253691827513457,0.1817629361538039,0.20058855910138393,0.47281000000000006
147,0,0.009242631370535586,0.00854979337618968,0.008879354483444459,0.185712
148,1,0.6689231201285853,0.8430399550004962,0.8439650258908242,0.7282420000000001
149,1,0.9810639242125321,0.982327564251184,0.9829177230263193,0.9950140000000001
150,0,0.0908438807926912,0.13366931570711169,0.14450125191762903,0.45252000000000003
151,0,0.012400628709786596,0.027402966820687408,0.02365145964160769,0.25698600000000005
152,0,0.03140712591098355,0.04373607744957148,0.0465604760155295,0.338588
153,0,0.05728298716204029,0.0775459029178079,0.058908980592184024,0.386994
154,0,0.3018660827454828,0.45621092453599443,0.4416177985578116,0.56776
155,0,0.2029926807684511,0.14878836434799003,0.1530828535569517,0.49704000000000004
156,0,0.004333838085828276,0.006928559729498969,0.006981270826969216,0.130782
157,0,0.01163090184521476,0.023888228909307998,0.026823742886092416,0.258026
158,1,0.16437038821070335,0.2081935749184196,0.1780178532976666,0.492344
159,0,0.011948754281271285,0.015141788478639435,0.014276298550012098,0.226364
160,0,0.863794638781096,0.9209032820561955,0.9342117044125081,0.8689600000000001
161,1,0.5962995551820656,0.7500084207638663,0.752867043300581,0.676934
162,0,0.0037216608761459725,0.011928051436698592,0.00954906945129759,0.14011200000000001
163,0,0.0017916238826425602,0.003374548670967264,0.003608323542787384,0.05918
164,1,0.8691013137563712,0.9072655987413509,0.9227483538036984,0.860314
165,1,0.8884147930914942,0.9421421654727076,0.9407856970400563,0.891162
166,1,0.8730485927349436,0.920462311132417,0.9245148131947452,0.8649560000000001
167,0,0.003908654183893721,0.010529514104797456,0.009894828264527134,0.144804
168,0,0.0013033067578405236,0.003339656124331803,0.003257295625941571,0.046112
169,0,0.0035061492139161366,0.005871197766365207,0.005649976941635548,0.109428
170,1,0.8246213768502517,0.8586082725397083,0.8635839031180128,0.7958419999999999
171,1,0.6190245134684162,0.7724247530601871,0.7815516365766153,0.69088
172,0,0.13242551970339878,0.2116380138236406,0.19420972065962655,0.48482800000000004
173,0,0.006851474256570103,0.017028164042456304,0.014662354363529615,0.19585000000000002
174,0,0.004672321519504469,0.00805073268087767,0.00719533629782725,0.136542
175,1,0.6423711056426631,0.6837715414312282,0.6800128407245751,0.6705460000000001
176,1,0.6056051848949411,0.7550304889695912,0.7557764647357823,0.6800900000000001
177,1,0.8989811321602268,0.9164690594565102,0.9010213692322456,0.861602
178,0,0.15331280134084685,0.2499346873525658,0.2378494363194026,0.5019340000000001
179,0,0.003972364702971551,0.004496582966066573,0.004702155782249312,0.10741200000000001
180,0,0.00391042342821489,0.006885169835990159,0.006284006222385595,0.12076200000000001
181,0,0.28527258450350723,0.6466397963006928,0.6487619634257495,0.595388
182,1,0.5488890107050297,0.5854614272177621,0.6164822555103864,0.638884
183,0,0.7874369257898898,0.8288356341425257,0.8391323253027191,0.7659720000000001
184,0,0.040287572877001146,0.07622331215982958,0.08058753447029529,0.3803460000000001
185,0,0.9203492482155731,0.946829671236164,0.9419837961887545,0.914458
186,0,0.7992094251564203,0.839485649899069,0.8272981770318286,0.76599
187,1,0.30227639534646344,0.3697630036298072,0.4412523968942126,0.5677760000000001
188,0,0.17985802550400823,0.2516892518317809,0.24925460780839157,0.51276
189,1,0.9278036612735701,0.9483292411297486,0.9521534337831655,0.928558
190,1,0.9035196280678262,0.9496080230254228,0.9480121445604295,0.90783
191,0,0.0004833434852689347,0.0022094089825268086,0.002347045975801786,0.018662
192,1,0.47682664522358764,0.6533458005390107,0.6386840939106844,0.629158
193,0,0.0006416070682994839,0.0016100101747099933,0.0020711406062150425,0.01985
194,1,0.9483077287532014,0.9648239918474655,0.9593684710200043,0.9510940000000001
195,0,0.006563690038361627,0.007031096568657095,0.006218906598684846,0.14799600000000002
196,0,0.014592645925328659,0.01983376128485481,0.01785567653204158,0.250782
197,1,0.3309740808620747,0.4908622749121168,0.45936184076487485,0.577148
198,1,0.49824550790036826,0.7412283116330649,0.7504312360971743,0.6568880000000001
199,1,0.039049536618655616,0.03759982777531175,0.03599392267658939,0.33873600000000004
200,0,0.3880256091168073,0.5397736469665795,0.5515890279329458,0.5990260000000001
201,0,0.4321781294418675,0.5507591222710639,0.5344020048756404,0.6043860000000001
202,0,0.3597507229933532,0.7424041879745604,0.7164534387728428,0.624086
203,1,0.8540130854228242,0.9004284267368612,0.9033083668788682,0.83507
204,0,0.5785348026876816,0.6664388326517972,0.6508994147066313,0.6507880000000001
205,0,0.039979339062059555,0.05686096911615608,0.0551908817485794,0.362066
206,1,0.963182353338919,0.9811146361331352,0.9789400389555482,0.9809360000000001
207,0,0.6637191907189836,0.787523577818023,0.7681843509030252,0.6990280000000001
208,1,0.8809073227862945,0.9293795410121182,0.9218897389697989,0.86808
209,0,0.2139774251344711,0.4157775613311173,0.3130295320934956,0.5322020000000001
210,1,0.7237547613643418,0.7423670572831665,0.7646016477483435,0.71674
211,1,0.8038079421194447,0.9069763312346516,0.8964443497511814,0.805292
212,0,0.0009780604335746061,0.0016150946009803166,0.0013563062776174003,0.020702
213,0,0.004424639109645274,0.003912189452951067,0.004711656894060006,0.11274200000000001
214,0,0.0009168341742799022,0.0016504596654295064,0.0016872721944878465,0.021650000000000003
215,0,0.00329718908336393,0.010192630659720222,0.009926602340748877,0.137072
216,0,0.4446123749872571,0.5602964450642576,0.5338954520339624,0.60755
217,0,0.057691016762162095,0.05705918529608566,0.05721889567172073,0.38617
218,0,0.7215682768793545,0.764655342091433,0.7605822335391056,0.7147560000000001
219,0,0.023329318160754297,0.02772392246009688,0.025893121904219944,0.293018
220,1,0.36365886115100543,0.5348425247983041,0.5388608236215211,0.594006
221,0,0.03259113971523449,0.04834177131894465,0.04289989849302381,0.33656200000000003
222,0,0.14878067329500616,0.1806652754220438,0.2018791797674105,0.49209400000000003
223,0,0.1028348863751967,0.09771876789152509,0.12360041369420036,0.45297
224,1,0.7716332739776537,0.8800693893396495,0.8633130180053442,0.7725080000000001
225,0,0.0009086404404871802,0.0014814190981271417,0.0009759083133834502,0.016220000000000002
226,0,0.05680794418083385,0.07503465476355231,0.06337504023244832,0.39029400000000003
227,0,0.009066479070725698,0.014031048044499887,0.009365674872137816,0.18776
228,0,0.04400434911815736,0.11479243697416203,0.1096698659210385,0.39953
229,1,0.9653855175459286,0.9772716838088886,0.9716137851030391,0.9750800000000001
230,0,0.20558005403595253,0.2830083134286101,0.2889279004926108,0.526286
231,1,0.8699802689338283,0.9162086607372617,0.9131435813703663,0.8520460000000001
232,1,0.6521456619536652,0.7750859389124797,0.8036274964752254,0.706528
233,0,0.14222270915929572,0.23689343847204253,0.27462664617813337,0.504792
234,0,0.5707582762638996,0.6892383767436372,0.6744597349677862,0.6532100000000001
235,0,0.42948834504696315,0.484092827962734,0.49645381072211325,0.5985860000000001
236,0,0.681892312966635,0.6634953464372731,0.6552104893763717,0.678416
237,1,0.9765846172832426,0.9736013704971849,0.9760181276147488,0.987948
238,1,0.9054882644713789,0.9242599423734659,0.9222833456724786,0.8847480000000001
239,0,0.7498384728111613,0.8481920273484626,0.8351702459356943,0.751164
240,0,0.32725016159448,0.2559696224518363,0.29005404316611416,0.55313
241,0,0.003927393789929899,0.003747287057658489,0.004372052409946449,0.103024
242,1,0.6643385285489536,0.7874231440767027,0.7929497044890684,0.7064600000000001
243,1,0.8402113949012815,0.8249171950627749,0.8562893443442401,0.7994220000000001
244,0,0.07590910473651391,0.06339102680532233,0.07666321997485251,0.415006
245,1,0.16906180882105845,0.27763555589582645,0.2988053286862092,0.51789
246,1,0.9447672538908268,0.9280351586897826,0.9046221949304862,0.895962
247,0,0.00667913481189354,0.009045722447060691,0.010834629744067632,0.17841600000000002
248,1,0.9612927888898821,0.9741130368086097,0.9712328269638685,0.9720660000000001
249,1,0.7263207776025877,0.8400982588504646,0.8355184979111128,0.742384
250,0,0.012380663391649071,0.020821792299207602,0.0264706021470489,0.261616
251,0,0.006851493759175949,0.0072348871323622,0.0059348189883352675,0.147558
252,1,0.8999566763552791,0.9378772656350223,0.9442463736584761,0.90244
253,0,0.005443107463016494,0.010425852362791673,0.011935746546925224,0.17322
254,0,0.0030217031362915216,0.003798337864399319,0.003512474829590871,0.07953600000000001
255,0,0.0013728838480619185,0.0019565547784325993,0.002474275164084494,0.03947200000000001
256,0,0.2033542225410502,0.264237059822566,0.2431117071778741,0.517826
257,0,0.001549564910998339,0.004223897782185522,0.004542654028891481,0.066252
258,0,0.01032817204750018,0.014374459905930538,0.011875638248613749,0.209024
259,0,0.40847422775087777,0.5466154741393546,0.48485595828633266,0.5931660000000001
260,1,0.7118183439629573,0.8577205094375357,0.873536961820101,0.7561340000000001
261,0,0.2682992941187792,0.24851221168018034,0.27473794931124945,0.539012
262,0,0.43779434954804963,0.6388258972245634,0.6763881379673973,0.62836
263,0,0.22314000839822837,0.2338676738074091,0.2408615151213885,0.52346
264,1,0.9657266816521264,0.9758863462027525,0.975954981295792,0.9801960000000001
265,1,0.9549907536238426,0.967011752682969,0.9637128727114475,0.960732
266,0,0.024463926289481932,0.03412820750215887,0.029611147025247843,0.30177
267,0,0.1619875152939671,0.23565142735087818,0.24639559870620564,0.50646
268,0,0.03740718822587803,0.04259079869457656,0.041035388174235334,0.342962
269,0,0.11187969974539326,0.09685324599387775,0.12003690625637833,0.4557580000000001
270,1,0.6970609570194253,0.8029748007415878,0.807579818005401,0.7209540000000001
271,0,0.0025285487686094493,0.005129407658425369,0.005133279547877571,0.089286
272,0,0.13252821754150484,0.20318119249116534,0.2079236088739711,0.487872
273,0,0.0097793806919773,0.015139574001863826,0.01582171681302953,0.21994
274,0,0.3174379134705376,0.4497348413121631,0.468337611913461,0.575466
275,1,0.45251793438923266,0.47340533311345506,0.5123963867936252,0.605556
276,0,0.029838395138361236,0.048793376222021054,0.05036433959163087,0.33995600000000004
277,0,0.2472534014174178,0.4204845346736107,0.4301777514411701,0.556114
278,1,0.711823289217671,0.6897985751264744,0.7055712396266396,0.696986
279,0,0.3854306893851097,0.3252029159729278,0.31557529558411906,0.5673
280,0,0.003718458150678169,0.008769163574680943,0.009075754670757719,0.137612
281,0,0.8906167778260374,0.9034991244712307,0.9166752744767717,0.8695740000000001
282,1,0.7943902233229962,0.8875343277423717,0.9080746839948775,0.809644
283,0,0.004274151086426922,0.010271973517075731,0.009456148428748812,0.14650200000000002
284,0,0.10416722514963782,0.18882449174228258,0.19313737394111946,0.47224000000000005
285,0,0.22856621285933099,0.16284275825596842,0.1410516549282814,0.50072
286,0,0.004966419258075528,0.009251288878808786,0.008412999790182242,0.148824
287,0,0.8384247894360263,0.8993542296126287,0.8936157598803997,0.8199480000000001
288,1,0.9026003882898314,0.9608800753269963,0.9571851366778947,0.9165580000000001
289,1,0.601936203253409,0.7488200006700139,0.7374628783735415,0.6738440000000001
290,0,0.09244540107298693,0.08627596351344527,0.08018179835449579,0.42710400000000004
291,0,0.004729798473679147,0.00496894138169073,0.006444461343363822,0.13214000000000004
292,0,0.11011682861960373,0.14296986566835293,0.14834482386561865,0.464324
293,0,0.009209619334688796,0.0074502588915142985,0.006704101658953945,0.170552
294,1,0.3846905986499642,0.5094201766589481,0.4681604248493178,0.5875700000000001
295,0,0.009496890749655562,0.01077355155918267,0.012476863715778393,0.206358
296,0,0.04855168762090846,0.05285899337016077,0.05569656349972608,0.37412
297,0,0.1965584589011075,0.1617706645174899,0.1515540079683589,0.49523000000000006
298,0,0.001864673333198842,0.003594415086738651,0.00330710094264877,0.057302000000000006
299,1,0.8673800106417275,0.953555050305259,0.953808025820134,0.8894740000000001
300,0,0.0176498449089686,0.02694542961585891,0.03505076695118243,0.293146
301,0,0.029615656488824457,0.04624100955607055,0.04962938946361724,0.33832
302,1,0.8438542558057003,0.9147282116330668,0.9147712431287646,0.8387220000000001
303,0,0.001150153554610775,0.0018670930080619214,0.002243339492025194,0.033008
304,1,0.6479553540935612,0.7362567145675337,0.7512181211316616,0.6890860000000001
305,1,0.9136574621125525,0.9451957778211385,0.9448057904793447,0.91208
306,0,0.002709844744512457,0.00510544008249698,0.003941344127765522,0.07877200000000001
307,0,0.007446125569928094,0.014242602132636489,0.010471921566259298,0.182892
308,0,0.4502904581467062,0.5567563034225418,0.5790734190729965,0.614248
309,1,0.866557143769898,0.9168850932559136,0.9169610680404588,0.853928
310,0,0.02652494967704723,0.031427737381700425,0.03334456096111119,0.312218
311,0,0.017327231547826324,0.01355251939439267,0.013432181593820099,0.243282
312,0,0.0017061812326690249,0.0035962791702463174,0.003606224822403384,0.057460000000000004
313,0,0.003198974148001593,0.005147204341519832,0.004131487476243917,0.09002600000000001
314,0,0.06561836029612764,0.12209540429624216,0.13005834420624704,0.432082
315,1,0.25743881730841356,0.2999006758340974,0.25159723740316864,0.531928
316,0,0.01950850798870098,0.02237430566831753,0.021862349443589224,0.276706
317,0,0.0008575115965326327,0.001787115035202581,0.002071489917449415,0.024324000000000002
318,0,0.7009727253990627,0.8183615297806397,0.8317937890852921,0.730786
319,0,0.019482998356893245,0.010971682030827271,0.007663169749538086,0.219834
320,0,0.13728474537611082,0.3126859397654057,0.30023485656860516,0.50712
321,0,0.014397634362542338,0.02048770575801663,0.024426274826815798,0.26636400000000005
322,0,0.23722440660380292,0.2609958404267951,0.2714160338890206,0.5319960000000001
323,0,0.002184235020193328,0.006453170992790771,0.005155692154722784,0.083568
324,0,0.9437872799858146,0.9769934568467484,0.9765426659180898,0.9651100000000001
325,0,0.13615283043346038,0.24555736044060428,0.2677465442287141,0.5017440000000001
326,0,0.020837960344849766,0.01110751719444571,0.01433851133115855,0.25693400000000005
327,0,0.007971557709497973,0.010643610047345091,0.01116293482010462,0.189608
328,0,0.8457349832425809,0.882070606560819,0.8753516452553736,0.811726
329,0,0.3006927974207418,0.40959808193227293,0.4255896034310069,0.5649820000000001
330,0,0.0088962952934038,0.018424033903455476,0.018498266171813688,0.223386
331,1,0.912580675550363,0.94615602315263,0.9251028927064381,0.8911979999999999
332,0,0.00889956586642682,0.017768333117441602,0.012891591644063907,0.204534
333,1,0.06562027094619824,0.10397577515048201,0.12514876547915688,0.43043400000000004
334,1,0.9092723620789016,0.9469974184060732,0.9391461559842705,0.903092
335,0,0.32578129680085505,0.44021027091950427,0.45042253052140735,0.5746640000000001
336,0,0.06038071564842458,0.08497758592044678,0.07083297333253362,0.40004400000000007
337,0,0.7895440267346507,0.8616212780245261,0.853698110930052,0.773974
338,0,0.008566707573193083,0.013181888337980514,0.01489499687264686,0.20989800000000003
339,0,0.0377075416138363,0.06084088109294422,0.05209764547851338,0.35579800000000006
340,0,0.02570843737341721,0.030424350117361065,0.032079645240161825,0.30825600000000003
341,0,0.09442074916187106,0.15216574332529,0.14058275319876926,0.45354000000000005
342,0,0.3887721249871346,0.5057264312093519,0.5310059678288993,0.596336
343,0,0.17601328549252443,0.24447594447491253,0.2545703288142249,0.5127160000000001
344,0,0.0303439105381871,0.0664762178022375,0.06202199879821589,0.351546
345,0,0.01001854313454445,0.016392813884037075,0.015429707859474874,0.220288
346,1,0.6276980698439494,0.753639545927151,0.7380364572602924,0.6801300000000001
347,0,0.0006622783825586257,0.0015773718035895585,0.0018255877396595541,0.017766
348,0,0.7073443815826024,0.7933723138764948,0.8027343303000514,0.7221120000000001
349,0,0.14323395059733862,0.2758671300067986,0.28179872741686196,0.506444
350,0,0.013213621968305344,0.010112273490681622,0.011134588002924382,0.21923200000000004
351,0,0.017269909796525262,0.0240342283128323,0.020642925230492392,0.266502
352,0,0.0020529663509851704,0.005518603086349551,0.005774416645048485,0.086416
353,1,0.9589414703829933,0.9620404977769332,0.9607404026661702,0.9600660000000001
354,1,0.7416641570082882,0.7693707988147436,0.7398830695249575,0.7169380000000001
355,0,0.7422552743210212,0.7668717172031101,0.7560760742529077,0.721592
356,0,0.02019483961910511,0.03908602093252186,0.040530197908439564,0.30846799999999996
357,0,0.02416322550844347,0.02326226244692954,0.02756501478150989,0.297248
358,0,0.5132580750418587,0.713422582188308,0.7157872601221235,0.650532
359,0,0.03920219518529859,0.07083126467632761,0.0650208435175073,0.369166
360,1,0.9162470676908905,0.9305927139467118,0.9355527149048921,0.9047240000000001
361,1,0.9106139878144395,0.927714180211181,0.9303859290461185,0.895246
362,0,0.001309787678735012,0.004959355740377203,0.003765972234125278,0.052124000000000004
363,0,0.04741184655801499,0.04327759822196754,0.04329667799767834,0.358984
364,0,0.05212267640442833,0.08059379075468137,0.07975869845411311,0.39456
365,0,0.003861251001389176,0.00811686837290889,0.007916783856241802,0.13234200000000002
366,0,0.0012751104952731104,0.0038665848961170857,0.0033482703703050093,0.04643800000000001
367,0,0.006276192515112065,0.012903285415515844,0.01094713471437921,0.17531200000000002
368,0,0.13865854933923963,0.24230998996370734,0.22207127390533954,0.493622
